,name,keyword,value,category
495,unravelling solutions for future food problems,food,20,Health
496,unravelling solutions for future food problems,shortage,6,Health
497,unravelling solutions for future food problems,theme,6,Health
498,unravelling solutions for future food problems,healthy,6,Health
499,unravelling solutions for future food problems,choices,6,Health
500,unravelling solutions for future food problems,interventions,5,Health
501,unravelling solutions for future food problems,people,4,Health
502,unravelling solutions for future food problems,aim,4,Health
503,unravelling solutions for future food problems,solutions,3,Health
504,unravelling solutions for future food problems,health,3,Health
505,unravelling solutions for future food problems,world,3,Health
506,unravelling solutions for future food problems,nutrition,3,Health
507,unravelling solutions for future food problems,foods,3,Health
508,unravelling solutions for future food problems,introduce,3,Health
509,unravelling solutions for future food problems,production,3,Health
510,unravelling solutions for future food problems,environment,3,Health
511,unravelling solutions for future food problems,plant,3,Health
512,unravelling solutions for future food problems,closure,3,Health
513,unravelling solutions for future food problems,future,2,Health
514,unravelling solutions for future food problems,problems,2,Health
515,unravelling solutions for future food problems,million,2,Health
516,unravelling solutions for future food problems,countries,2,Health
517,unravelling solutions for future food problems,problem,2,Health
518,unravelling solutions for future food problems,issue,2,Health
519,unravelling solutions for future food problems,consumption,2,Health
520,unravelling solutions for future food problems,role,2,Health
521,unravelling solutions for future food problems,alternative,2,Health
522,unravelling solutions for future food problems,welcome,2,Health
523,unravelling solutions for future food problems,context,2,Health
524,unravelling solutions for future food problems,control,2,Health
525,unravelling solutions for future food problems,disease,2,Health
526,unravelling solutions for future food problems,animal,2,Health
527,unravelling solutions for future food problems,gastrointestinal,2,Health
528,"the sustainable development goals – a global, transdisciplinary vision for the future",sdgs,9,Social Sciences
529,"the sustainable development goals – a global, transdisciplinary vision for the future",development,8,Social Sciences
530,"the sustainable development goals – a global, transdisciplinary vision for the future",sustainable,7,Social Sciences
531,"the sustainable development goals – a global, transdisciplinary vision for the future",goals,7,Social Sciences
532,"the sustainable development goals – a global, transdisciplinary vision for the future",global,7,Social Sciences
533,"the sustainable development goals – a global, transdisciplinary vision for the future",climate,7,Social Sciences
534,"the sustainable development goals – a global, transdisciplinary vision for the future",planetary,6,Social Sciences
535,"the sustainable development goals – a global, transdisciplinary vision for the future",focus,5,Social Sciences
536,"the sustainable development goals – a global, transdisciplinary vision for the future",human,5,Social Sciences
537,"the sustainable development goals – a global, transdisciplinary vision for the future",earth,5,Social Sciences
538,"the sustainable development goals – a global, transdisciplinary vision for the future",progress,4,Social Sciences
539,"the sustainable development goals – a global, transdisciplinary vision for the future",sdg,4,Social Sciences
540,"the sustainable development goals – a global, transdisciplinary vision for the future",boundaries,4,Social Sciences
541,"the sustainable development goals – a global, transdisciplinary vision for the future",biodiversity,4,Social Sciences
542,"the sustainable development goals – a global, transdisciplinary vision for the future",condition,4,Social Sciences
543,"the sustainable development goals – a global, transdisciplinary vision for the future",katherine,3,Social Sciences
544,"the sustainable development goals – a global, transdisciplinary vision for the future",level,3,Social Sciences
545,"the sustainable development goals – a global, transdisciplinary vision for the future",international,3,Social Sciences
546,"the sustainable development goals – a global, transdisciplinary vision for the future",sustainability,3,Social Sciences
547,"the sustainable development goals – a global, transdisciplinary vision for the future",measure,3,Social Sciences
548,"the sustainable development goals – a global, transdisciplinary vision for the future",relevant,3,Social Sciences
549,"the sustainable development goals – a global, transdisciplinary vision for the future",systems,3,Social Sciences
